county,precinct,office,district,candidate,party,votes,absentee
Cattaraugus,Humphrey,President,,Jo Jorgensen,LIB,3,8
Cattaraugus,Ischua,President,,Jo Jorgensen,LIB,3,2
Cattaraugus,Leon,President,,Jo Jorgensen,LIB,6,2
Cattaraugus,Little Valley,President,,Jo Jorgensen,LIB,16,4
Cattaraugus,Lyndon,President,,Jo Jorgensen,LIB,3,2
Cattaraugus,Machias,President,,Jo Jorgensen,LIB,6,1
Cattaraugus,Mansfield,President,,Jo Jorgensen,LIB,3,2
Cattaraugus,Napoli,President,,Jo Jorgensen,LIB,2,1
Cattaraugus,New Albion,President,,Jo Jorgensen,LIB,10,0
Cattaraugus,Otto,President,,Jo Jorgensen,LIB,3,1
Cattaraugus,Perrysburg,President,,Jo Jorgensen,LIB,3,1
Cattaraugus,Persia,President,,Jo Jorgensen,LIB,6,0
Cattaraugus,Portville 1,President,,Jo Jorgensen,LIB,15,0
Cattaraugus,Portville 2,President,,Jo Jorgensen,LIB,13,0
Cattaraugus,Randolph District 1,President,,Jo Jorgensen,LIB,8,0
Cattaraugus,Randolph District 2,President,,Jo Jorgensen,LIB,9,0
Cattaraugus,Red House,President,,Jo Jorgensen,LIB,0,0
Cattaraugus,South Valley,President,,Jo Jorgensen,LIB,1,2
Cattaraugus,Town of Olean 1,President,,Jo Jorgensen,LIB,3,0
Cattaraugus,Town of Olean 2,President,,Jo Jorgensen,LIB,3,2
Cattaraugus,Town of Salamanca,President,,Jo Jorgensen,LIB,3,0
Cattaraugus,Yorkshire 1,President,,Jo Jorgensen,LIB,6,2
Cattaraugus,Yorkshire 2,President,,Jo Jorgensen,LIB,13,2
Cattaraugus,Allegany District 1,President,,Brock Pierce,IND,4,2
Cattaraugus,Allegany District 2,President,,Brock Pierce,IND,2,0
Cattaraugus,Allegany District 3,President,,Brock Pierce,IND,1,0
Cattaraugus,Allegany District 4,President,,Brock Pierce,IND,3,0
Cattaraugus,Allegany District 5,President,,Brock Pierce,IND,0,0
Cattaraugus,Ashford District 1,President,,Brock Pierce,IND,1,1
Cattaraugus,Ashford District 2,President,,Brock Pierce,IND,0,2
Cattaraugus,Carrollton,President,,Brock Pierce,IND,1,0
Cattaraugus,City of Olean - Ward 1,President,,Brock Pierce,IND,3,0
Cattaraugus,City of Olean - Ward 2,President,,Brock Pierce,IND,3,0
Cattaraugus,City of Olean - Ward 3,President,,Brock Pierce,IND,3,0
Cattaraugus,City of Olean - Ward 4,President,,Brock Pierce,IND,0,0
Cattaraugus,City of Olean - Ward 5,President,,Brock Pierce,IND,1,0
Cattaraugus,City of Olean - Ward 6,President,,Brock Pierce,IND,4,0
Cattaraugus,City of Olean - Ward 7,President,,Brock Pierce,IND,5,1
Cattaraugus,City of Salamanca - Ward 1,President,,Brock Pierce,IND,0,1
Cattaraugus,City of Salamanca - Ward 2,President,,Brock Pierce,IND,4,0
Cattaraugus,City of Salamanca - Ward 3,President,,Brock Pierce,IND,0,1
Cattaraugus,City of Salamanca - Ward 4,President,,Brock Pierce,IND,4,0
Cattaraugus,City of Salamanca - Ward 5,President,,Brock Pierce,IND,1,0
Cattaraugus,Coldspring,President,,Brock Pierce,IND,3,0
Cattaraugus,Conewango,President,,Brock Pierce,IND,7,0
Cattaraugus,Dayton,President,,Brock Pierce,IND,3,0
Cattaraugus,Early Voting - Little Valley 1,President,,Brock Pierce,IND,2,
Cattaraugus,Early Voting - Little Valley 2,President,,Brock Pierce,IND,1,
Cattaraugus,Early Voting - Olean 1,President,,Brock Pierce,IND,3,
Cattaraugus,Early Voting - Olean 2,President,,Brock Pierce,IND,3,
Cattaraugus,East Otto,President,,Brock Pierce,IND,4,0
Cattaraugus,Ellicottville,President,,Brock Pierce,IND,1,0
Cattaraugus,Farmersville,President,,Brock Pierce,IND,0,0
Cattaraugus,Franklinville District 1,President,,Brock Pierce,IND,4,1
Cattaraugus,Franklinville District 2,President,,Brock Pierce,IND,3,0
Cattaraugus,Freedom,President,,Brock Pierce,IND,3,0
Cattaraugus,Great Valley 1,President,,Brock Pierce,IND,2,1
Cattaraugus,Great Valley 2,President,,Brock Pierce,IND,0,1
Cattaraugus,Hinsdale,President,,Brock Pierce,IND,4,1
Cattaraugus,Humphrey,President,,Brock Pierce,IND,0,1
Cattaraugus,Ischua,President,,Brock Pierce,IND,3,0
Cattaraugus,Leon,President,,Brock Pierce,IND,3,0
Cattaraugus,Little Valley,President,,Brock Pierce,IND,2,0
Cattaraugus,Lyndon,President,,Brock Pierce,IND,2,0
Cattaraugus,Machias,President,,Brock Pierce,IND,5,1
Cattaraugus,Mansfield,President,,Brock Pierce,IND,2,0
Cattaraugus,Napoli,President,,Brock Pierce,IND,0,1
Cattaraugus,New Albion,President,,Brock Pierce,IND,1,1
Cattaraugus,Otto,President,,Brock Pierce,IND,1,0
Cattaraugus,Perrysburg,President,,Brock Pierce,IND,4,1
Cattaraugus,Persia,President,,Brock Pierce,IND,5,0
Cattaraugus,Portville 1,President,,Brock Pierce,IND,4,0
Cattaraugus,Portville 2,President,,Brock Pierce,IND,3,0
Cattaraugus,Randolph District 1,President,,Brock Pierce,IND,4,1
Cattaraugus,Randolph District 2,President,,Brock Pierce,IND,3,0
Cattaraugus,Red House,President,,Brock Pierce,IND,0,0
Cattaraugus,South Valley,President,,Brock Pierce,IND,1,1
Cattaraugus,Town of Olean 1,President,,Brock Pierce,IND,0,0
Cattaraugus,Town of Olean 2,President,,Brock Pierce,IND,1,1
Cattaraugus,Town of Salamanca,President,,Brock Pierce,IND,1,0
Cattaraugus,Yorkshire 1,President,,Brock Pierce,IND,4,0
Cattaraugus,Yorkshire 2,President,,Brock Pierce,IND,2,0
Cattaraugus,Allegany District 1,President,,Write-ins,,0,0
Cattaraugus,Allegany District 2,President,,Write-ins,,0,0
Cattaraugus,Allegany District 3,President,,Write-ins,,0,0
Cattaraugus,Allegany District 4,President,,Write-ins,,0,0
Cattaraugus,Allegany District 5,President,,Write-ins,,0,0
Cattaraugus,Ashford District 1,President,,Write-ins,,1,0
Cattaraugus,Ashford District 2,President,,Write-ins,,0,0
Cattaraugus,Carrollton,President,,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 1,President,,Write-ins,,1,0
Cattaraugus,City of Olean - Ward 2,President,,Write-ins,,1,0
Cattaraugus,City of Olean - Ward 3,President,,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 4,President,,Write-ins,,2,0
Cattaraugus,City of Olean - Ward 5,President,,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 6,President,,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 7,President,,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 1,President,,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 2,President,,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 3,President,,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 4,President,,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 5,President,,Write-ins,,0,1
Cattaraugus,Coldspring,President,,Write-ins,,0,0
Cattaraugus,Conewango,President,,Write-ins,,0,0
Cattaraugus,Dayton,President,,Write-ins,,0,0
Cattaraugus,Early Voting - Little Valley 1,President,,Write-ins,,0,
Cattaraugus,Early Voting - Little Valley 2,President,,Write-ins,,0,
Cattaraugus,Early Voting - Olean 1,President,,Write-ins,,0,
Cattaraugus,Early Voting - Olean 2,President,,Write-ins,,0,
Cattaraugus,East Otto,President,,Write-ins,,0,0
Cattaraugus,Ellicottville,President,,Write-ins,,0,0
Cattaraugus,Farmersville,President,,Write-ins,,0,0
Cattaraugus,Franklinville District 1,President,,Write-ins,,0,0
Cattaraugus,Franklinville District 2,President,,Write-ins,,0,0
Cattaraugus,Freedom,President,,Write-ins,,0,0
Cattaraugus,Great Valley 1,President,,Write-ins,,0,0
Cattaraugus,Great Valley 2,President,,Write-ins,,0,0
Cattaraugus,Hinsdale,President,,Write-ins,,0,0
Cattaraugus,Humphrey,President,,Write-ins,,0,0
Cattaraugus,Ischua,President,,Write-ins,,0,0
Cattaraugus,Leon,President,,Write-ins,,0,0
Cattaraugus,Little Valley,President,,Write-ins,,0,1
Cattaraugus,Lyndon,President,,Write-ins,,0,0
Cattaraugus,Machias,President,,Write-ins,,0,0
Cattaraugus,Mansfield,President,,Write-ins,,0,0
Cattaraugus,Napoli,President,,Write-ins,,0,0
Cattaraugus,New Albion,President,,Write-ins,,0,0
Cattaraugus,Otto,President,,Write-ins,,0,0
Cattaraugus,Perrysburg,President,,Write-ins,,0,0
Cattaraugus,Persia,President,,Write-ins,,0,0
Cattaraugus,Portville 1,President,,Write-ins,,0,0
Cattaraugus,Portville 2,President,,Write-ins,,0,0
Cattaraugus,Randolph District 1,President,,Write-ins,,0,0
Cattaraugus,Randolph District 2,President,,Write-ins,,0,0
Cattaraugus,Red House,President,,Write-ins,,0,0
Cattaraugus,South Valley,President,,Write-ins,,0,0
Cattaraugus,Town of Olean 1,President,,Write-ins,,0,0
Cattaraugus,Town of Olean 2,President,,Write-ins,,0,0
Cattaraugus,Town of Salamanca,President,,Write-ins,,1,0
Cattaraugus,Yorkshire 1,President,,Write-ins,,1,0
Cattaraugus,Yorkshire 2,President,,Write-ins,,0,0
Cattaraugus,Allegany District 1,President,,Voids,,3,0
Cattaraugus,Allegany District 2,President,,Voids,,2,3
Cattaraugus,Allegany District 3,President,,Voids,,1,0
Cattaraugus,Allegany District 4,President,,Voids,,0,0
Cattaraugus,Allegany District 5,President,,Voids,,2,1
Cattaraugus,Ashford District 1,President,,Voids,,0,0
Cattaraugus,Ashford District 2,President,,Voids,,1,1
Cattaraugus,Carrollton,President,,Voids,,2,1
Cattaraugus,City of Olean - Ward 1,President,,Voids,,4,0
Cattaraugus,City of Olean - Ward 2,President,,Voids,,2,0
Cattaraugus,City of Olean - Ward 3,President,,Voids,,2,0
Cattaraugus,City of Olean - Ward 4,President,,Voids,,1,2
Cattaraugus,City of Olean - Ward 5,President,,Voids,,1,1
Cattaraugus,City of Olean - Ward 6,President,,Voids,,0,2
Cattaraugus,City of Olean - Ward 7,President,,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 1,President,,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 2,President,,Voids,,2,0
Cattaraugus,City of Salamanca - Ward 3,President,,Voids,,1,3
Cattaraugus,City of Salamanca - Ward 4,President,,Voids,,1,1
Cattaraugus,City of Salamanca - Ward 5,President,,Voids,,0,0
Cattaraugus,Coldspring,President,,Voids,,0,0
Cattaraugus,Conewango,President,,Voids,,0,0
Cattaraugus,Dayton,President,,Voids,,1,1
Cattaraugus,Early Voting - Little Valley 1,President,,Voids,,0,
Cattaraugus,Early Voting - Little Valley 2,President,,Voids,,0,
Cattaraugus,Early Voting - Olean 1,President,,Voids,,5,
Cattaraugus,Early Voting - Olean 2,President,,Voids,,0,
Cattaraugus,East Otto,President,,Voids,,0,1
Cattaraugus,Ellicottville,President,,Voids,,3,0
Cattaraugus,Farmersville,President,,Voids,,0,0
Cattaraugus,Franklinville District 1,President,,Voids,,0,0
Cattaraugus,Franklinville District 2,President,,Voids,,0,0
Cattaraugus,Freedom,President,,Voids,,2,0
Cattaraugus,Great Valley 1,President,,Voids,,0,0
Cattaraugus,Great Valley 2,President,,Voids,,1,2
Cattaraugus,Hinsdale,President,,Voids,,0,1
Cattaraugus,Humphrey,President,,Voids,,0,3
Cattaraugus,Ischua,President,,Voids,,1,0
Cattaraugus,Leon,President,,Voids,,0,1
Cattaraugus,Little Valley,President,,Voids,,1,1
Cattaraugus,Lyndon,President,,Voids,,2,1
Cattaraugus,Machias,President,,Voids,,2,1
Cattaraugus,Mansfield,President,,Voids,,0,1
Cattaraugus,Napoli,President,,Voids,,0,2
Cattaraugus,New Albion,President,,Voids,,0,1
Cattaraugus,Otto,President,,Voids,,0,0
Cattaraugus,Perrysburg,President,,Voids,,4,1
Cattaraugus,Persia,President,,Voids,,2,0
Cattaraugus,Portville 1,President,,Voids,,2,0
Cattaraugus,Portville 2,President,,Voids,,0,2
Cattaraugus,Randolph District 1,President,,Voids,,2,0
Cattaraugus,Randolph District 2,President,,Voids,,2,0
Cattaraugus,Red House,President,,Voids,,0,0
Cattaraugus,South Valley,President,,Voids,,0,0
Cattaraugus,Town of Olean 1,President,,Voids,,0,0
Cattaraugus,Town of Olean 2,President,,Voids,,0,0
Cattaraugus,Town of Salamanca,President,,Voids,,1,0
Cattaraugus,Yorkshire 1,President,,Voids,,0,0
Cattaraugus,Yorkshire 2,President,,Voids,,2,0
Cattaraugus,Allegany District 1,President,,Blanks,,3,0
Cattaraugus,Allegany District 2,President,,Blanks,,1,1
Cattaraugus,Allegany District 3,President,,Blanks,,1,1
Cattaraugus,Allegany District 4,President,,Blanks,,0,1
Cattaraugus,Allegany District 5,President,,Blanks,,0,0
Cattaraugus,Ashford District 1,President,,Blanks,,1,0
Cattaraugus,Ashford District 2,President,,Blanks,,4,0
Cattaraugus,Carrollton,President,,Blanks,,1,0
Cattaraugus,City of Olean - Ward 1,President,,Blanks,,4,0
Cattaraugus,City of Olean - Ward 2,President,,Blanks,,0,0
Cattaraugus,City of Olean - Ward 3,President,,Blanks,,0,1
Cattaraugus,City of Olean - Ward 4,President,,Blanks,,2,0
Cattaraugus,City of Olean - Ward 5,President,,Blanks,,1,0
Cattaraugus,City of Olean - Ward 6,President,,Blanks,,2,0
Cattaraugus,City of Olean - Ward 7,President,,Blanks,,2,0
Cattaraugus,City of Salamanca - Ward 1,President,,Blanks,,0,0
Cattaraugus,City of Salamanca - Ward 2,President,,Blanks,,4,0
Cattaraugus,City of Salamanca - Ward 3,President,,Blanks,,0,0
Cattaraugus,City of Salamanca - Ward 4,President,,Blanks,,4,0
Cattaraugus,City of Salamanca - Ward 5,President,,Blanks,,1,1
Cattaraugus,Coldspring,President,,Blanks,,1,0
Cattaraugus,Conewango,President,,Blanks,,0,2
Cattaraugus,Dayton,President,,Blanks,,2,0
Cattaraugus,Early Voting - Little Valley 1,President,,Blanks,,7,
Cattaraugus,Early Voting - Little Valley 2,President,,Blanks,,4,
Cattaraugus,Early Voting - Olean 1,President,,Blanks,,8,
Cattaraugus,Early Voting - Olean 2,President,,Blanks,,4,
Cattaraugus,East Otto,President,,Blanks,,1,0
Cattaraugus,Ellicottville,President,,Blanks,,2,1
Cattaraugus,Farmersville,President,,Blanks,,1,0
Cattaraugus,Franklinville District 1,President,,Blanks,,3,1
Cattaraugus,Franklinville District 2,President,,Blanks,,1,5
Cattaraugus,Freedom,President,,Blanks,,5,1
Cattaraugus,Great Valley 1,President,,Blanks,,0,1
Cattaraugus,Great Valley 2,President,,Blanks,,3,1
Cattaraugus,Hinsdale,President,,Blanks,,3,0
Cattaraugus,Humphrey,President,,Blanks,,3,0
Cattaraugus,Ischua,President,,Blanks,,1,1
Cattaraugus,Leon,President,,Blanks,,0,0
Cattaraugus,Little Valley,President,,Blanks,,0,2
Cattaraugus,Lyndon,President,,Blanks,,2,0
Cattaraugus,Machias,President,,Blanks,,3,2
Cattaraugus,Mansfield,President,,Blanks,,0,1
Cattaraugus,Napoli,President,,Blanks,,3,3
Cattaraugus,New Albion,President,,Blanks,,2,2
Cattaraugus,Otto,President,,Blanks,,0,4
Cattaraugus,Perrysburg,President,,Blanks,,1,0
Cattaraugus,Persia,President,,Blanks,,4,0
Cattaraugus,Portville 1,President,,Blanks,,3,0
Cattaraugus,Portville 2,President,,Blanks,,2,0
Cattaraugus,Randolph District 1,President,,Blanks,,1,4
Cattaraugus,Randolph District 2,President,,Blanks,,0,2
Cattaraugus,Red House,President,,Blanks,,1,1
Cattaraugus,South Valley,President,,Blanks,,0,9
Cattaraugus,Town of Olean 1,President,,Blanks,,0,0
Cattaraugus,Town of Olean 2,President,,Blanks,,2,1
Cattaraugus,Town of Salamanca,President,,Blanks,,0,0
Cattaraugus,Yorkshire 1,President,,Blanks,,2,4
Cattaraugus,Yorkshire 2,President,,Blanks,,5,0
Cattaraugus,Allegany District 1,U.S. House,23,Tracy Mitrano,DEM,137,81
Cattaraugus,Allegany District 2,U.S. House,23,Tracy Mitrano,DEM,50,69
Cattaraugus,Allegany District 3,U.S. House,23,Tracy Mitrano,DEM,86,55
Cattaraugus,Allegany District 4,U.S. House,23,Tracy Mitrano,DEM,85,41
Cattaraugus,Allegany District 5,U.S. House,23,Tracy Mitrano,DEM,98,61
Cattaraugus,Ashford District 1,U.S. House,23,Tracy Mitrano,DEM,64,20
Cattaraugus,Ashford District 2,U.S. House,23,Tracy Mitrano,DEM,130,50
Cattaraugus,Carrollton,U.S. House,23,Tracy Mitrano,DEM,90,9
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Tracy Mitrano,DEM,135,23
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Tracy Mitrano,DEM,114,28
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Tracy Mitrano,DEM,92,41
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Tracy Mitrano,DEM,76,64
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Tracy Mitrano,DEM,121,22
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Tracy Mitrano,DEM,124,24
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Tracy Mitrano,DEM,100,57
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Tracy Mitrano,DEM,60,40
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Tracy Mitrano,DEM,161,33
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Tracy Mitrano,DEM,79,24
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Tracy Mitrano,DEM,122,43
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Tracy Mitrano,DEM,78,45
Cattaraugus,Coldspring,U.S. House,23,Tracy Mitrano,DEM,54,9
Cattaraugus,Conewango,U.S. House,23,Tracy Mitrano,DEM,68,35
Cattaraugus,Dayton,U.S. House,23,Tracy Mitrano,DEM,77,8
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Tracy Mitrano,DEM,532,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Tracy Mitrano,DEM,408,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Tracy Mitrano,DEM,1240,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Tracy Mitrano,DEM,668,
Cattaraugus,East Otto,U.S. House,23,Tracy Mitrano,DEM,64,37
Cattaraugus,Ellicottville,U.S. House,23,Tracy Mitrano,DEM,147,15
Cattaraugus,Farmersville,U.S. House,23,Tracy Mitrano,DEM,65,37
Cattaraugus,Franklinville District 1,U.S. House,23,Tracy Mitrano,DEM,90,54
Cattaraugus,Franklinville District 2,U.S. House,23,Tracy Mitrano,DEM,84,39
Cattaraugus,Freedom,U.S. House,23,Tracy Mitrano,DEM,143,15
Cattaraugus,Great Valley 1,U.S. House,23,Tracy Mitrano,DEM,93,25
Cattaraugus,Great Valley 2,U.S. House,23,Tracy Mitrano,DEM,107,103
Cattaraugus,Hinsdale,U.S. House,23,Tracy Mitrano,DEM,138,90
Cattaraugus,Humphrey,U.S. House,23,Tracy Mitrano,DEM,53,73
Cattaraugus,Ischua,U.S. House,23,Tracy Mitrano,DEM,59,78
Cattaraugus,Leon,U.S. House,23,Tracy Mitrano,DEM,41,77
Cattaraugus,Little Valley,U.S. House,23,Tracy Mitrano,DEM,61,78
Cattaraugus,Lyndon,U.S. House,23,Tracy Mitrano,DEM,69,58
Cattaraugus,Machias,U.S. House,23,Tracy Mitrano,DEM,126,80
Cattaraugus,Mansfield,U.S. House,23,Tracy Mitrano,DEM,40,64
Cattaraugus,Napoli,U.S. House,23,Tracy Mitrano,DEM,55,43
Cattaraugus,New Albion,U.S. House,23,Tracy Mitrano,DEM,116,54
Cattaraugus,Otto,U.S. House,23,Tracy Mitrano,DEM,64,40
Cattaraugus,Perrysburg,U.S. House,23,Tracy Mitrano,DEM,169,27
Cattaraugus,Persia,U.S. House,23,Tracy Mitrano,DEM,142,3
Cattaraugus,Portville 1,U.S. House,23,Tracy Mitrano,DEM,115,6
Cattaraugus,Portville 2,U.S. House,23,Tracy Mitrano,DEM,96,33
Cattaraugus,Randolph District 1,U.S. House,23,Tracy Mitrano,DEM,73,57
Cattaraugus,Randolph District 2,U.S. House,23,Tracy Mitrano,DEM,86,12
Cattaraugus,Red House,U.S. House,23,Tracy Mitrano,DEM,2,38
Cattaraugus,South Valley,U.S. House,23,Tracy Mitrano,DEM,41,46
Cattaraugus,Town of Olean 1,U.S. House,23,Tracy Mitrano,DEM,51,22
Cattaraugus,Town of Olean 2,U.S. House,23,Tracy Mitrano,DEM,61,64
Cattaraugus,Town of Salamanca,U.S. House,23,Tracy Mitrano,DEM,80,26
Cattaraugus,Yorkshire 1,U.S. House,23,Tracy Mitrano,DEM,121,31
Cattaraugus,Yorkshire 2,U.S. House,23,Tracy Mitrano,DEM,109,61
Cattaraugus,Allegany District 1,U.S. House,23,Tom Reed,REP,317,33
Cattaraugus,Allegany District 2,U.S. House,23,Tom Reed,REP,126,20
Cattaraugus,Allegany District 3,U.S. House,23,Tom Reed,REP,288,25
Cattaraugus,Allegany District 4,U.S. House,23,Tom Reed,REP,365,35
Cattaraugus,Allegany District 5,U.S. House,23,Tom Reed,REP,315,24
Cattaraugus,Ashford District 1,U.S. House,23,Tom Reed,REP,182,17
Cattaraugus,Ashford District 2,U.S. House,23,Tom Reed,REP,362,42
Cattaraugus,Carrollton,U.S. House,23,Tom Reed,REP,358,14
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Tom Reed,REP,362,13
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Tom Reed,REP,334,22
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Tom Reed,REP,189,46
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Tom Reed,REP,134,55
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Tom Reed,REP,207,37
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Tom Reed,REP,211,29
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Tom Reed,REP,320,48
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Tom Reed,REP,113,38
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Tom Reed,REP,203,22
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Tom Reed,REP,112,15
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Tom Reed,REP,155,27
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Tom Reed,REP,177,42
Cattaraugus,Coldspring,U.S. House,23,Tom Reed,REP,244,5
Cattaraugus,Conewango,U.S. House,23,Tom Reed,REP,222,17
Cattaraugus,Dayton,U.S. House,23,Tom Reed,REP,398,14
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Tom Reed,REP,481,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Tom Reed,REP,543,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Tom Reed,REP,1031,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Tom Reed,REP,566,
Cattaraugus,East Otto,U.S. House,23,Tom Reed,REP,266,51
Cattaraugus,Ellicottville,U.S. House,23,Tom Reed,REP,295,9
Cattaraugus,Farmersville,U.S. House,23,Tom Reed,REP,326,20
Cattaraugus,Franklinville District 1,U.S. House,23,Tom Reed,REP,376,79
Cattaraugus,Franklinville District 2,U.S. House,23,Tom Reed,REP,293,41
Cattaraugus,Freedom,U.S. House,23,Tom Reed,REP,631,32
Cattaraugus,Great Valley 1,U.S. House,23,Tom Reed,REP,175,12
Cattaraugus,Great Valley 2,U.S. House,23,Tom Reed,REP,343,65
Cattaraugus,Hinsdale,U.S. House,23,Tom Reed,REP,473,44
Cattaraugus,Humphrey,U.S. House,23,Tom Reed,REP,180,28
Cattaraugus,Ischua,U.S. House,23,Tom Reed,REP,215,28
Cattaraugus,Leon,U.S. House,23,Tom Reed,REP,193,49
Cattaraugus,Little Valley,U.S. House,23,Tom Reed,REP,291,55
Cattaraugus,Lyndon,U.S. House,23,Tom Reed,REP,178,45
Cattaraugus,Machias,U.S. House,23,Tom Reed,REP,528,55
Cattaraugus,Mansfield,U.S. House,23,Tom Reed,REP,188,41
Cattaraugus,Napoli,U.S. House,23,Tom Reed,REP,268,48
Cattaraugus,New Albion,U.S. House,23,Tom Reed,REP,412,31
Cattaraugus,Otto,U.S. House,23,Tom Reed,REP,199,33
Cattaraugus,Perrysburg,U.S. House,23,Tom Reed,REP,410,35
Cattaraugus,Persia,U.S. House,23,Tom Reed,REP,440,2
Cattaraugus,Portville 1,U.S. House,23,Tom Reed,REP,463,5
Cattaraugus,Portville 2,U.S. House,23,Tom Reed,REP,452,9
Cattaraugus,Randolph District 1,U.S. House,23,Tom Reed,REP,289,41
Cattaraugus,Randolph District 2,U.S. House,23,Tom Reed,REP,353,17
Cattaraugus,Red House,U.S. House,23,Tom Reed,REP,16,17
Cattaraugus,South Valley,U.S. House,23,Tom Reed,REP,66,38
Cattaraugus,Town of Olean 1,U.S. House,23,Tom Reed,REP,163,15
Cattaraugus,Town of Olean 2,U.S. House,23,Tom Reed,REP,272,41
Cattaraugus,Town of Salamanca,U.S. House,23,Tom Reed,REP,141,8
Cattaraugus,Yorkshire 1,U.S. House,23,Tom Reed,REP,402,43
Cattaraugus,Yorkshire 2,U.S. House,23,Tom Reed,REP,420,34
Cattaraugus,Allegany District 1,U.S. House,23,Tom Reed,CON,20,7
Cattaraugus,Allegany District 2,U.S. House,23,Tom Reed,CON,7,2
Cattaraugus,Allegany District 3,U.S. House,23,Tom Reed,CON,19,3
Cattaraugus,Allegany District 4,U.S. House,23,Tom Reed,CON,32,2
Cattaraugus,Allegany District 5,U.S. House,23,Tom Reed,CON,24,2
Cattaraugus,Ashford District 1,U.S. House,23,Tom Reed,CON,23,3
Cattaraugus,Ashford District 2,U.S. House,23,Tom Reed,CON,49,6
Cattaraugus,Carrollton,U.S. House,23,Tom Reed,CON,24,1
Cattaraugus,City of Olean - Ward 1,U.S. House,23,Tom Reed,CON,22,7
Cattaraugus,City of Olean - Ward 2,U.S. House,23,Tom Reed,CON,28,1
Cattaraugus,City of Olean - Ward 3,U.S. House,23,Tom Reed,CON,25,4
Cattaraugus,City of Olean - Ward 4,U.S. House,23,Tom Reed,CON,20,3
Cattaraugus,City of Olean - Ward 5,U.S. House,23,Tom Reed,CON,20,3
Cattaraugus,City of Olean - Ward 6,U.S. House,23,Tom Reed,CON,21,5
Cattaraugus,City of Olean - Ward 7,U.S. House,23,Tom Reed,CON,39,8
Cattaraugus,City of Salamanca - Ward 1,U.S. House,23,Tom Reed,CON,8,2
Cattaraugus,City of Salamanca - Ward 2,U.S. House,23,Tom Reed,CON,30,2
Cattaraugus,City of Salamanca - Ward 3,U.S. House,23,Tom Reed,CON,13,0
Cattaraugus,City of Salamanca - Ward 4,U.S. House,23,Tom Reed,CON,15,2
Cattaraugus,City of Salamanca - Ward 5,U.S. House,23,Tom Reed,CON,14,4
Cattaraugus,Coldspring,U.S. House,23,Tom Reed,CON,27,2
Cattaraugus,Conewango,U.S. House,23,Tom Reed,CON,23,2
Cattaraugus,Dayton,U.S. House,23,Tom Reed,CON,37,0
Cattaraugus,Early Voting - Little Valley 1,U.S. House,23,Tom Reed,CON,49,
Cattaraugus,Early Voting - Little Valley 2,U.S. House,23,Tom Reed,CON,61,
Cattaraugus,Early Voting - Olean 1,U.S. House,23,Tom Reed,CON,71,
Cattaraugus,Early Voting - Olean 2,U.S. House,23,Tom Reed,CON,43,
Cattaraugus,East Otto,U.S. House,23,Tom Reed,CON,35,1
Cattaraugus,Ellicottville,U.S. House,23,Tom Reed,CON,23,1
Cattaraugus,Farmersville,U.S. House,23,Tom Reed,CON,28,0
