county,assembly_district,precinct,party,office,district,candidate,votes
Richmond,63,51,Democratic,President,,Manually Counted Emergency,0
Richmond,63,51,Democratic,President,,Absentee / Military,29
Richmond,63,51,Democratic,President,,Federal,0
Richmond,63,51,Democratic,President,,Affidavit,1
Richmond,63,51,Democratic,President,,Pete Buttigieg,1
Richmond,63,51,Democratic,President,,Amy Klobuchar,0
Richmond,63,51,Democratic,President,,Joseph R. Biden,47
Richmond,63,51,Democratic,President,,Tulsi Gabbard,0
Richmond,63,51,Democratic,President,,Bernie Sanders,11
Richmond,63,51,Democratic,President,,Michael R. Bloomberg,4
Richmond,63,51,Democratic,President,,Tom Steyer,0
Richmond,63,51,Democratic,President,,Michael Bennet,0
Richmond,63,51,Democratic,President,,Elizabeth Warren,5
Richmond,63,51,Democratic,President,,Andrew Yang,1
Richmond,63,51,Democratic,President,,Deval Patrick,0
Richmond,63,52,Democratic,President,,Public Counter,30
Richmond,63,52,Democratic,President,,Manually Counted Emergency,0
Richmond,63,52,Democratic,President,,Absentee / Military,14
Richmond,63,52,Democratic,President,,Federal,0
Richmond,63,52,Democratic,President,,Affidavit,0
Richmond,63,52,Democratic,President,,Pete Buttigieg,1
Richmond,63,52,Democratic,President,,Amy Klobuchar,0
Richmond,63,52,Democratic,President,,Joseph R. Biden,24
Richmond,63,52,Democratic,President,,Tulsi Gabbard,0
Richmond,63,52,Democratic,President,,Bernie Sanders,11
Richmond,63,52,Democratic,President,,Michael R. Bloomberg,1
Richmond,63,52,Democratic,President,,Tom Steyer,0
Richmond,63,52,Democratic,President,,Michael Bennet,0
Richmond,63,52,Democratic,President,,Elizabeth Warren,0
Richmond,63,52,Democratic,President,,Andrew Yang,3
Richmond,63,52,Democratic,President,,Deval Patrick,0
Richmond,63,53,Democratic,President,,Public Counter,39
Richmond,63,53,Democratic,President,,Manually Counted Emergency,0
Richmond,63,53,Democratic,President,,Absentee / Military,49
Richmond,63,53,Democratic,President,,Federal,1
Richmond,63,53,Democratic,President,,Affidavit,1
Richmond,63,53,Democratic,President,,Pete Buttigieg,1
Richmond,63,53,Democratic,President,,Amy Klobuchar,0
Richmond,63,53,Democratic,President,,Joseph R. Biden,66
Richmond,63,53,Democratic,President,,Tulsi Gabbard,0
Richmond,63,53,Democratic,President,,Bernie Sanders,17
Richmond,63,53,Democratic,President,,Michael R. Bloomberg,1
Richmond,63,53,Democratic,President,,Tom Steyer,0
Richmond,63,53,Democratic,President,,Michael Bennet,0
Richmond,63,53,Democratic,President,,Elizabeth Warren,5
Richmond,63,53,Democratic,President,,Andrew Yang,0
Richmond,63,53,Democratic,President,,Deval Patrick,0
Richmond,63,54,Democratic,President,,Public Counter,53
Richmond,63,54,Democratic,President,,Manually Counted Emergency,0
Richmond,63,54,Democratic,President,,Absentee / Military,58
Richmond,63,54,Democratic,President,,Federal,0
Richmond,63,54,Democratic,President,,Affidavit,3
Richmond,63,54,Democratic,President,,Pete Buttigieg,1
Richmond,63,54,Democratic,President,,Amy Klobuchar,1
Richmond,63,54,Democratic,President,,Joseph R. Biden,98
Richmond,63,54,Democratic,President,,Tulsi Gabbard,0
Richmond,63,54,Democratic,President,,Bernie Sanders,7
Richmond,63,54,Democratic,President,,Michael R. Bloomberg,3
Richmond,63,54,Democratic,President,,Tom Steyer,0
Richmond,63,54,Democratic,President,,Michael Bennet,0
Richmond,63,54,Democratic,President,,Elizabeth Warren,1
Richmond,63,54,Democratic,President,,Andrew Yang,3
Richmond,63,54,Democratic,President,,Deval Patrick,0
Richmond,63,55,Democratic,President,,Public Counter,28
Richmond,63,55,Democratic,President,,Manually Counted Emergency,0
Richmond,63,55,Democratic,President,,Absentee / Military,41
Richmond,63,55,Democratic,President,,Federal,0
Richmond,63,55,Democratic,President,,Affidavit,0
Richmond,63,55,Democratic,President,,Pete Buttigieg,0
Richmond,63,55,Democratic,President,,Amy Klobuchar,0
Richmond,63,55,Democratic,President,,Joseph R. Biden,42
Richmond,63,55,Democratic,President,,Tulsi Gabbard,1
Richmond,63,55,Democratic,President,,Bernie Sanders,13
Richmond,63,55,Democratic,President,,Michael R. Bloomberg,7
Richmond,63,55,Democratic,President,,Tom Steyer,0
Richmond,63,55,Democratic,President,,Michael Bennet,1
Richmond,63,55,Democratic,President,,Elizabeth Warren,3
Richmond,63,55,Democratic,President,,Andrew Yang,0
Richmond,63,55,Democratic,President,,Deval Patrick,0
Richmond,63,56,Democratic,President,,Public Counter,29
Richmond,63,56,Democratic,President,,Manually Counted Emergency,0
Richmond,63,56,Democratic,President,,Absentee / Military,42
Richmond,63,56,Democratic,President,,Federal,0
Richmond,63,56,Democratic,President,,Affidavit,0
Richmond,63,56,Democratic,President,,Pete Buttigieg,0
Richmond,63,56,Democratic,President,,Amy Klobuchar,0
Richmond,63,56,Democratic,President,,Joseph R. Biden,51
Richmond,63,56,Democratic,President,,Tulsi Gabbard,1
Richmond,63,56,Democratic,President,,Bernie Sanders,11
Richmond,63,56,Democratic,President,,Michael R. Bloomberg,4
Richmond,63,56,Democratic,President,,Tom Steyer,0
Richmond,63,56,Democratic,President,,Michael Bennet,1
Richmond,63,56,Democratic,President,,Elizabeth Warren,0
Richmond,63,56,Democratic,President,,Andrew Yang,3
Richmond,63,56,Democratic,President,,Deval Patrick,0
Richmond,63,57,Democratic,President,,Public Counter,38
Richmond,63,57,Democratic,President,,Manually Counted Emergency,0
Richmond,63,57,Democratic,President,,Absentee / Military,34
Richmond,63,57,Democratic,President,,Federal,0
Richmond,63,57,Democratic,President,,Affidavit,0
Richmond,63,57,Democratic,President,,Pete Buttigieg,2
Richmond,63,57,Democratic,President,,Amy Klobuchar,2
Richmond,63,57,Democratic,President,,Joseph R. Biden,44
Richmond,63,57,Democratic,President,,Tulsi Gabbard,0
Richmond,63,57,Democratic,President,,Bernie Sanders,6
Richmond,63,57,Democratic,President,,Michael R. Bloomberg,14
Richmond,63,57,Democratic,President,,Tom Steyer,0
Richmond,63,57,Democratic,President,,Michael Bennet,0
Richmond,63,57,Democratic,President,,Elizabeth Warren,0
Richmond,63,57,Democratic,President,,Andrew Yang,3
Richmond,63,57,Democratic,President,,Deval Patrick,0
Richmond,63,58,Democratic,President,,Public Counter,45
Richmond,63,58,Democratic,President,,Manually Counted Emergency,0
Richmond,63,58,Democratic,President,,Absentee / Military,54
Richmond,63,58,Democratic,President,,Federal,0
Richmond,63,58,Democratic,President,,Affidavit,0
Richmond,63,58,Democratic,President,,Pete Buttigieg,3
Richmond,63,58,Democratic,President,,Amy Klobuchar,1
Richmond,63,58,Democratic,President,,Joseph R. Biden,56
Richmond,63,58,Democratic,President,,Tulsi Gabbard,3
Richmond,63,58,Democratic,President,,Bernie Sanders,15
Richmond,63,58,Democratic,President,,Michael R. Bloomberg,13
Richmond,63,58,Democratic,President,,Tom Steyer,0
Richmond,63,58,Democratic,President,,Michael Bennet,0
Richmond,63,58,Democratic,President,,Elizabeth Warren,3
Richmond,63,58,Democratic,President,,Andrew Yang,4
Richmond,63,58,Democratic,President,,Deval Patrick,0
Richmond,63,59,Democratic,President,,Public Counter,36
Richmond,63,59,Democratic,President,,Manually Counted Emergency,0
Richmond,63,59,Democratic,President,,Absentee / Military,41
Richmond,63,59,Democratic,President,,Federal,0
Richmond,63,59,Democratic,President,,Affidavit,0
Richmond,63,59,Democratic,President,,Pete Buttigieg,2
Richmond,63,59,Democratic,President,,Amy Klobuchar,1
Richmond,63,59,Democratic,President,,Joseph R. Biden,49
Richmond,63,59,Democratic,President,,Tulsi Gabbard,0
Richmond,63,59,Democratic,President,,Bernie Sanders,14
Richmond,63,59,Democratic,President,,Michael R. Bloomberg,4
Richmond,63,59,Democratic,President,,Tom Steyer,0
Richmond,63,59,Democratic,President,,Michael Bennet,0
Richmond,63,59,Democratic,President,,Elizabeth Warren,4
Richmond,63,59,Democratic,President,,Andrew Yang,2
Richmond,63,59,Democratic,President,,Deval Patrick,0
Richmond,63,60,Democratic,President,,Public Counter,33
Richmond,63,60,Democratic,President,,Manually Counted Emergency,0
Richmond,63,60,Democratic,President,,Absentee / Military,24
Richmond,63,60,Democratic,President,,Federal,0
Richmond,63,60,Democratic,President,,Affidavit,0
Richmond,63,60,Democratic,President,,Pete Buttigieg,3
Richmond,63,60,Democratic,President,,Amy Klobuchar,0
Richmond,63,60,Democratic,President,,Joseph R. Biden,33
Richmond,63,60,Democratic,President,,Tulsi Gabbard,0
Richmond,63,60,Democratic,President,,Bernie Sanders,15
Richmond,63,60,Democratic,President,,Michael R. Bloomberg,2
Richmond,63,60,Democratic,President,,Tom Steyer,0
Richmond,63,60,Democratic,President,,Michael Bennet,0
Richmond,63,60,Democratic,President,,Elizabeth Warren,2
Richmond,63,60,Democratic,President,,Andrew Yang,1
Richmond,63,60,Democratic,President,,Deval Patrick,0
Richmond,63,61,Democratic,President,,Public Counter,70
Richmond,63,61,Democratic,President,,Manually Counted Emergency,0
Richmond,63,61,Democratic,President,,Absentee / Military,49
Richmond,63,61,Democratic,President,,Federal,0
Richmond,63,61,Democratic,President,,Affidavit,1
Richmond,63,61,Democratic,President,,Pete Buttigieg,2
Richmond,63,61,Democratic,President,,Amy Klobuchar,0
Richmond,63,61,Democratic,President,,Joseph R. Biden,76
Richmond,63,61,Democratic,President,,Tulsi Gabbard,1
Richmond,63,61,Democratic,President,,Bernie Sanders,31
Richmond,63,61,Democratic,President,,Michael R. Bloomberg,4
Richmond,63,61,Democratic,President,,Tom Steyer,0
Richmond,63,61,Democratic,President,,Michael Bennet,0
Richmond,63,61,Democratic,President,,Elizabeth Warren,5
Richmond,63,61,Democratic,President,,Andrew Yang,0
Richmond,63,61,Democratic,President,,Deval Patrick,0
Richmond,63,62,Democratic,President,,Public Counter,35
Richmond,63,62,Democratic,President,,Manually Counted Emergency,0
Richmond,63,62,Democratic,President,,Absentee / Military,30
Richmond,63,62,Democratic,President,,Federal,1
Richmond,63,62,Democratic,President,,Affidavit,0
Richmond,63,62,Democratic,President,,Pete Buttigieg,2
Richmond,63,62,Democratic,President,,Amy Klobuchar,0
Richmond,63,62,Democratic,President,,Joseph R. Biden,48
Richmond,63,62,Democratic,President,,Tulsi Gabbard,0
Richmond,63,62,Democratic,President,,Bernie Sanders,11
Richmond,63,62,Democratic,President,,Michael R. Bloomberg,1
Richmond,63,62,Democratic,President,,Tom Steyer,0
Richmond,63,62,Democratic,President,,Michael Bennet,0
Richmond,63,62,Democratic,President,,Elizabeth Warren,1
Richmond,63,62,Democratic,President,,Andrew Yang,1
Richmond,63,62,Democratic,President,,Deval Patrick,0
Richmond,63,63,Democratic,President,,Public Counter,64
Richmond,63,63,Democratic,President,,Manually Counted Emergency,0
Richmond,63,63,Democratic,President,,Absentee / Military,40
Richmond,63,63,Democratic,President,,Federal,0
Richmond,63,63,Democratic,President,,Affidavit,0
Richmond,63,63,Democratic,President,,Pete Buttigieg,1
Richmond,63,63,Democratic,President,,Amy Klobuchar,0
Richmond,63,63,Democratic,President,,Joseph R. Biden,84
Richmond,63,63,Democratic,President,,Tulsi Gabbard,1
Richmond,63,63,Democratic,President,,Bernie Sanders,12
Richmond,63,63,Democratic,President,,Michael R. Bloomberg,3
Richmond,63,63,Democratic,President,,Tom Steyer,0
Richmond,63,63,Democratic,President,,Michael Bennet,0
Richmond,63,63,Democratic,President,,Elizabeth Warren,1
Richmond,63,63,Democratic,President,,Andrew Yang,1
Richmond,63,63,Democratic,President,,Deval Patrick,0
Richmond,63,64,Democratic,President,,Public Counter,37
Richmond,63,64,Democratic,President,,Manually Counted Emergency,0
Richmond,63,64,Democratic,President,,Absentee / Military,41
Richmond,63,64,Democratic,President,,Federal,0
Richmond,63,64,Democratic,President,,Affidavit,0
Richmond,63,64,Democratic,President,,Pete Buttigieg,4
Richmond,63,64,Democratic,President,,Amy Klobuchar,0
Richmond,63,64,Democratic,President,,Joseph R. Biden,47
Richmond,63,64,Democratic,President,,Tulsi Gabbard,0
Richmond,63,64,Democratic,President,,Bernie Sanders,15
Richmond,63,64,Democratic,President,,Michael R. Bloomberg,3
Richmond,63,64,Democratic,President,,Tom Steyer,0
Richmond,63,64,Democratic,President,,Michael Bennet,0
Richmond,63,64,Democratic,President,,Elizabeth Warren,7
Richmond,63,64,Democratic,President,,Andrew Yang,2
Richmond,63,64,Democratic,President,,Deval Patrick,0
Richmond,63,65,Democratic,President,,Public Counter,51
Richmond,63,65,Democratic,President,,Manually Counted Emergency,0
Richmond,63,65,Democratic,President,,Absentee / Military,38
Richmond,63,65,Democratic,President,,Federal,0
Richmond,63,65,Democratic,President,,Affidavit,0
Richmond,63,65,Democratic,President,,Pete Buttigieg,2
Richmond,63,65,Democratic,President,,Amy Klobuchar,0
Richmond,63,65,Democratic,President,,Joseph R. Biden,65
Richmond,63,65,Democratic,President,,Tulsi Gabbard,0
Richmond,63,65,Democratic,President,,Bernie Sanders,10
Richmond,63,65,Democratic,President,,Michael R. Bloomberg,4
Richmond,63,65,Democratic,President,,Tom Steyer,0
Richmond,63,65,Democratic,President,,Michael Bennet,0
Richmond,63,65,Democratic,President,,Elizabeth Warren,3
Richmond,63,65,Democratic,President,,Andrew Yang,4
Richmond,63,65,Democratic,President,,Deval Patrick,0
Richmond,63,66,Democratic,President,,Public Counter,45
Richmond,63,66,Democratic,President,,Manually Counted Emergency,0
Richmond,63,66,Democratic,President,,Absentee / Military,37
Richmond,63,66,Democratic,President,,Federal,2
Richmond,63,66,Democratic,President,,Affidavit,0
Richmond,63,66,Democratic,President,,Pete Buttigieg,2
Richmond,63,66,Democratic,President,,Amy Klobuchar,1
Richmond,63,66,Democratic,President,,Joseph R. Biden,48
Richmond,63,66,Democratic,President,,Tulsi Gabbard,2
Richmond,63,66,Democratic,President,,Bernie Sanders,15
Richmond,63,66,Democratic,President,,Michael R. Bloomberg,5
Richmond,63,66,Democratic,President,,Tom Steyer,1
Richmond,63,66,Democratic,President,,Michael Bennet,0
Richmond,63,66,Democratic,President,,Elizabeth Warren,4
Richmond,63,66,Democratic,President,,Andrew Yang,4
Richmond,63,66,Democratic,President,,Deval Patrick,0
Richmond,63,67,Democratic,President,,Public Counter,54
Richmond,63,67,Democratic,President,,Manually Counted Emergency,0
Richmond,63,67,Democratic,President,,Absentee / Military,28
Richmond,63,67,Democratic,President,,Federal,0
Richmond,63,67,Democratic,President,,Affidavit,1
Richmond,63,67,Democratic,President,,Pete Buttigieg,3
Richmond,63,67,Democratic,President,,Amy Klobuchar,1
Richmond,63,67,Democratic,President,,Joseph R. Biden,44
Richmond,63,67,Democratic,President,,Tulsi Gabbard,1
Richmond,63,67,Democratic,President,,Bernie Sanders,20
Richmond,63,67,Democratic,President,,Michael R. Bloomberg,12
Richmond,63,67,Democratic,President,,Tom Steyer,0
Richmond,63,67,Democratic,President,,Michael Bennet,0
Richmond,63,67,Democratic,President,,Elizabeth Warren,1
Richmond,63,67,Democratic,President,,Andrew Yang,1
Richmond,63,67,Democratic,President,,Deval Patrick,0
Richmond,63,68,Democratic,President,,Public Counter,15
Richmond,63,68,Democratic,President,,Manually Counted Emergency,0
Richmond,63,68,Democratic,President,,Absentee / Military,30
Richmond,63,68,Democratic,President,,Federal,0
Richmond,63,68,Democratic,President,,Affidavit,0
Richmond,63,68,Democratic,President,,Pete Buttigieg,0
Richmond,63,68,Democratic,President,,Amy Klobuchar,0
Richmond,63,68,Democratic,President,,Joseph R. Biden,33
Richmond,63,68,Democratic,President,,Tulsi Gabbard,0
Richmond,63,68,Democratic,President,,Bernie Sanders,9
Richmond,63,68,Democratic,President,,Michael R. Bloomberg,0
Richmond,63,68,Democratic,President,,Tom Steyer,0
Richmond,63,68,Democratic,President,,Michael Bennet,0
Richmond,63,68,Democratic,President,,Elizabeth Warren,0
Richmond,63,68,Democratic,President,,Andrew Yang,2
Richmond,63,68,Democratic,President,,Deval Patrick,0
Richmond,63,69,Democratic,President,,Public Counter,33
Richmond,63,69,Democratic,President,,Manually Counted Emergency,0
Richmond,63,69,Democratic,President,,Absentee / Military,75
Richmond,63,69,Democratic,President,,Federal,0
Richmond,63,69,Democratic,President,,Affidavit,0
Richmond,63,69,Democratic,President,,Pete Buttigieg,4
Richmond,63,69,Democratic,President,,Amy Klobuchar,1
Richmond,63,69,Democratic,President,,Joseph R. Biden,74
Richmond,63,69,Democratic,President,,Tulsi Gabbard,1
Richmond,63,69,Democratic,President,,Bernie Sanders,11
Richmond,63,69,Democratic,President,,Michael R. Bloomberg,6
Richmond,63,69,Democratic,President,,Tom Steyer,0
Richmond,63,69,Democratic,President,,Michael Bennet,3
Richmond,63,69,Democratic,President,,Elizabeth Warren,3
Richmond,63,69,Democratic,President,,Andrew Yang,4
Richmond,63,69,Democratic,President,,Deval Patrick,0
Richmond,63,70,Democratic,President,,Public Counter,14
Richmond,63,70,Democratic,President,,Manually Counted Emergency,0
Richmond,63,70,Democratic,President,,Absentee / Military,25
Richmond,63,70,Democratic,President,,Federal,0
Richmond,63,70,Democratic,President,,Affidavit,0
Richmond,63,70,Democratic,President,,Pete Buttigieg,0
Richmond,63,70,Democratic,President,,Amy Klobuchar,0
Richmond,63,70,Democratic,President,,Joseph R. Biden,27
Richmond,63,70,Democratic,President,,Tulsi Gabbard,0
Richmond,63,70,Democratic,President,,Bernie Sanders,6
Richmond,63,70,Democratic,President,,Michael R. Bloomberg,3
Richmond,63,70,Democratic,President,,Tom Steyer,0
Richmond,63,70,Democratic,President,,Michael Bennet,0
Richmond,63,70,Democratic,President,,Elizabeth Warren,0
Richmond,63,70,Democratic,President,,Andrew Yang,2
Richmond,63,70,Democratic,President,,Deval Patrick,0
Richmond,63,71,Democratic,President,,Public Counter,97
Richmond,63,71,Democratic,President,,Manually Counted Emergency,0
Richmond,63,71,Democratic,President,,Absentee / Military,15
Richmond,63,71,Democratic,President,,Federal,0
Richmond,63,71,Democratic,President,,Affidavit,1
Richmond,63,71,Democratic,President,,Pete Buttigieg,1
Richmond,63,71,Democratic,President,,Amy Klobuchar,0
Richmond,63,71,Democratic,President,,Joseph R. Biden,84
Richmond,63,71,Democratic,President,,Tulsi Gabbard,1
Richmond,63,71,Democratic,President,,Bernie Sanders,15
Richmond,63,71,Democratic,President,,Michael R. Bloomberg,6
Richmond,63,71,Democratic,President,,Tom Steyer,0
Richmond,63,71,Democratic,President,,Michael Bennet,0
Richmond,63,71,Democratic,President,,Elizabeth Warren,4
Richmond,63,71,Democratic,President,,Andrew Yang,0
Richmond,63,71,Democratic,President,,Deval Patrick,1
Richmond,63,72,Democratic,President,,Public Counter,44
Richmond,63,72,Democratic,President,,Manually Counted Emergency,0
Richmond,63,72,Democratic,President,,Absentee / Military,41
Richmond,63,72,Democratic,President,,Federal,0
Richmond,63,72,Democratic,President,,Affidavit,0
Richmond,63,72,Democratic,President,,Pete Buttigieg,1
Richmond,63,72,Democratic,President,,Amy Klobuchar,2
Richmond,63,72,Democratic,President,,Joseph R. Biden,60
Richmond,63,72,Democratic,President,,Tulsi Gabbard,0
Richmond,63,72,Democratic,President,,Bernie Sanders,14
Richmond,63,72,Democratic,President,,Michael R. Bloomberg,2
Richmond,63,72,Democratic,President,,Tom Steyer,0
Richmond,63,72,Democratic,President,,Michael Bennet,0
Richmond,63,72,Democratic,President,,Elizabeth Warren,1
Richmond,63,72,Democratic,President,,Andrew Yang,4
Richmond,63,72,Democratic,President,,Deval Patrick,0
Richmond,63,73,Democratic,President,,Public Counter,33
Richmond,63,73,Democratic,President,,Manually Counted Emergency,0
Richmond,63,73,Democratic,President,,Absentee / Military,35
Richmond,63,73,Democratic,President,,Federal,0
Richmond,63,73,Democratic,President,,Affidavit,0
Richmond,63,73,Democratic,President,,Pete Buttigieg,2
Richmond,63,73,Democratic,President,,Amy Klobuchar,0
Richmond,63,73,Democratic,President,,Joseph R. Biden,46
Richmond,63,73,Democratic,President,,Tulsi Gabbard,1
Richmond,63,73,Democratic,President,,Bernie Sanders,8
Richmond,63,73,Democratic,President,,Michael R. Bloomberg,3
Richmond,63,73,Democratic,President,,Tom Steyer,0
Richmond,63,73,Democratic,President,,Michael Bennet,0
Richmond,63,73,Democratic,President,,Elizabeth Warren,3
Richmond,63,73,Democratic,President,,Andrew Yang,2
Richmond,63,73,Democratic,President,,Deval Patrick,0
Richmond,63,74,Democratic,President,,Public Counter,36
Richmond,63,74,Democratic,President,,Manually Counted Emergency,0
Richmond,63,74,Democratic,President,,Absentee / Military,28
Richmond,63,74,Democratic,President,,Federal,0
Richmond,63,74,Democratic,President,,Affidavit,0
Richmond,63,74,Democratic,President,,Pete Buttigieg,0
Richmond,63,74,Democratic,President,,Amy Klobuchar,2
Richmond,63,74,Democratic,President,,Joseph R. Biden,47
Richmond,63,74,Democratic,President,,Tulsi Gabbard,1
Richmond,63,74,Democratic,President,,Bernie Sanders,6
Richmond,63,74,Democratic,President,,Michael R. Bloomberg,5
Richmond,63,74,Democratic,President,,Tom Steyer,0
Richmond,63,74,Democratic,President,,Michael Bennet,0
Richmond,63,74,Democratic,President,,Elizabeth Warren,1
Richmond,63,74,Democratic,President,,Andrew Yang,1
Richmond,63,74,Democratic,President,,Deval Patrick,0
Richmond,63,75,Democratic,President,,Public Counter,65
Richmond,63,75,Democratic,President,,Manually Counted Emergency,0
Richmond,63,75,Democratic,President,,Absentee / Military,25
Richmond,63,75,Democratic,President,,Federal,0
Richmond,63,75,Democratic,President,,Affidavit,1
Richmond,63,75,Democratic,President,,Pete Buttigieg,1
Richmond,63,75,Democratic,President,,Amy Klobuchar,0
Richmond,63,75,Democratic,President,,Joseph R. Biden,60
Richmond,63,75,Democratic,President,,Tulsi Gabbard,0
Richmond,63,75,Democratic,President,,Bernie Sanders,14
Richmond,63,75,Democratic,President,,Michael R. Bloomberg,8
Richmond,63,75,Democratic,President,,Tom Steyer,0
Richmond,63,75,Democratic,President,,Michael Bennet,2
Richmond,63,75,Democratic,President,,Elizabeth Warren,1
Richmond,63,75,Democratic,President,,Andrew Yang,2
Richmond,63,75,Democratic,President,,Deval Patrick,0
Richmond,63,76,Democratic,President,,Public Counter,38
Richmond,63,76,Democratic,President,,Manually Counted Emergency,0
Richmond,63,76,Democratic,President,,Absentee / Military,41
Richmond,63,76,Democratic,President,,Federal,0
Richmond,63,76,Democratic,President,,Affidavit,1
Richmond,63,76,Democratic,President,,Pete Buttigieg,0
Richmond,63,76,Democratic,President,,Amy Klobuchar,0
Richmond,63,76,Democratic,President,,Joseph R. Biden,60
Richmond,63,76,Democratic,President,,Tulsi Gabbard,2
Richmond,63,76,Democratic,President,,Bernie Sanders,6
Richmond,63,76,Democratic,President,,Michael R. Bloomberg,5
Richmond,63,76,Democratic,President,,Tom Steyer,1
Richmond,63,76,Democratic,President,,Michael Bennet,0
Richmond,63,76,Democratic,President,,Elizabeth Warren,4
Richmond,63,76,Democratic,President,,Andrew Yang,1
Richmond,63,76,Democratic,President,,Deval Patrick,0
Richmond,63,77,Democratic,President,,Public Counter,22
Richmond,63,77,Democratic,President,,Manually Counted Emergency,0
Richmond,63,77,Democratic,President,,Absentee / Military,48
Richmond,63,77,Democratic,President,,Federal,0
Richmond,63,77,Democratic,President,,Affidavit,0
Richmond,63,77,Democratic,President,,Pete Buttigieg,0
Richmond,63,77,Democratic,President,,Amy Klobuchar,0
Richmond,63,77,Democratic,President,,Joseph R. Biden,51
Richmond,63,77,Democratic,President,,Tulsi Gabbard,0
Richmond,63,77,Democratic,President,,Bernie Sanders,13
Richmond,63,77,Democratic,President,,Michael R. Bloomberg,1
Richmond,63,77,Democratic,President,,Tom Steyer,0
Richmond,63,77,Democratic,President,,Michael Bennet,0
Richmond,63,77,Democratic,President,,Elizabeth Warren,2
Richmond,63,77,Democratic,President,,Andrew Yang,1
Richmond,63,77,Democratic,President,,Deval Patrick,1
Richmond,63,78,Democratic,President,,Public Counter,13
Richmond,63,78,Democratic,President,,Manually Counted Emergency,0
Richmond,63,78,Democratic,President,,Absentee / Military,27
Richmond,63,78,Democratic,President,,Federal,0
Richmond,63,78,Democratic,President,,Affidavit,0
Richmond,63,78,Democratic,President,,Pete Buttigieg,2
Richmond,63,78,Democratic,President,,Amy Klobuchar,0
Richmond,63,78,Democratic,President,,Joseph R. Biden,31
Richmond,63,78,Democratic,President,,Tulsi Gabbard,1
Richmond,63,78,Democratic,President,,Bernie Sanders,4
Richmond,63,78,Democratic,President,,Michael R. Bloomberg,0
Richmond,63,78,Democratic,President,,Tom Steyer,0
Richmond,63,78,Democratic,President,,Michael Bennet,0
Richmond,63,78,Democratic,President,,Elizabeth Warren,1
Richmond,63,78,Democratic,President,,Andrew Yang,1
Richmond,63,78,Democratic,President,,Deval Patrick,0
Richmond,63,79,Democratic,President,,Public Counter,28
Richmond,63,79,Democratic,President,,Manually Counted Emergency,0
Richmond,63,79,Democratic,President,,Absentee / Military,32
Richmond,63,79,Democratic,President,,Federal,0
Richmond,63,79,Democratic,President,,Affidavit,0
Richmond,63,79,Democratic,President,,Pete Buttigieg,2
Richmond,63,79,Democratic,President,,Amy Klobuchar,1
Richmond,63,79,Democratic,President,,Joseph R. Biden,46
Richmond,63,79,Democratic,President,,Tulsi Gabbard,2
Richmond,63,79,Democratic,President,,Bernie Sanders,7
Richmond,63,79,Democratic,President,,Michael R. Bloomberg,0
Richmond,63,79,Democratic,President,,Tom Steyer,0
Richmond,63,79,Democratic,President,,Michael Bennet,0
Richmond,63,79,Democratic,President,,Elizabeth Warren,0
Richmond,63,79,Democratic,President,,Andrew Yang,1
Richmond,63,79,Democratic,President,,Deval Patrick,0
Richmond,63,80,Democratic,President,,Public Counter,71
Richmond,63,80,Democratic,President,,Manually Counted Emergency,0
Richmond,63,80,Democratic,President,,Absentee / Military,34
Richmond,63,80,Democratic,President,,Federal,0
Richmond,63,80,Democratic,President,,Affidavit,1
Richmond,63,80,Democratic,President,,Pete Buttigieg,0
Richmond,63,80,Democratic,President,,Amy Klobuchar,1
Richmond,63,80,Democratic,President,,Joseph R. Biden,82
Richmond,63,80,Democratic,President,,Tulsi Gabbard,1
Richmond,63,80,Democratic,President,,Bernie Sanders,17
Richmond,63,80,Democratic,President,,Michael R. Bloomberg,1
Richmond,63,80,Democratic,President,,Tom Steyer,0
Richmond,63,80,Democratic,President,,Michael Bennet,0
Richmond,63,80,Democratic,President,,Elizabeth Warren,1
Richmond,63,80,Democratic,President,,Andrew Yang,2
Richmond,63,80,Democratic,President,,Deval Patrick,0
Richmond,63,81,Democratic,President,,Public Counter,20
Richmond,63,81,Democratic,President,,Manually Counted Emergency,0
Richmond,63,81,Democratic,President,,Absentee / Military,20
Richmond,63,81,Democratic,President,,Federal,0
Richmond,63,81,Democratic,President,,Affidavit,0
Richmond,63,81,Democratic,President,,Pete Buttigieg,1
Richmond,63,81,Democratic,President,,Amy Klobuchar,0
Richmond,63,81,Democratic,President,,Joseph R. Biden,26
Richmond,63,81,Democratic,President,,Tulsi Gabbard,1
Richmond,63,81,Democratic,President,,Bernie Sanders,8
Richmond,63,81,Democratic,President,,Michael R. Bloomberg,2
Richmond,63,81,Democratic,President,,Tom Steyer,0
Richmond,63,81,Democratic,President,,Michael Bennet,0
Richmond,63,81,Democratic,President,,Elizabeth Warren,1
Richmond,63,81,Democratic,President,,Andrew Yang,0
Richmond,63,81,Democratic,President,,Deval Patrick,0
Richmond,63,82,Democratic,President,,Public Counter,36
Richmond,63,82,Democratic,President,,Manually Counted Emergency,0
Richmond,63,82,Democratic,President,,Absentee / Military,21
Richmond,63,82,Democratic,President,,Federal,0
Richmond,63,82,Democratic,President,,Affidavit,1
Richmond,63,82,Democratic,President,,Pete Buttigieg,0
Richmond,63,82,Democratic,President,,Amy Klobuchar,3
Richmond,63,82,Democratic,President,,Joseph R. Biden,39
Richmond,63,82,Democratic,President,,Tulsi Gabbard,0
