county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,Antwerp 1,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,Antwerp 2,Comptroller,,Thomas DiNapoli,WOR,16,,,
Jefferson,Brownville 1,Comptroller,,Thomas DiNapoli,WOR,13,,,
Jefferson,Brownville 2,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,Brownville 3,Comptroller,,Thomas DiNapoli,WOR,20,,,
Jefferson,Brownville 4,Comptroller,,Thomas DiNapoli,WOR,13,,,
Jefferson,Brownville 5,Comptroller,,Thomas DiNapoli,WOR,17,,,
Jefferson,Cape Vincent 1,Comptroller,,Thomas DiNapoli,WOR,14,,,
Jefferson,Cape Vincent 2,Comptroller,,Thomas DiNapoli,WOR,25,,,
Jefferson,Champion 1,Comptroller,,Thomas DiNapoli,WOR,16,,,
Jefferson,Champion 2,Comptroller,,Thomas DiNapoli,WOR,21,,,
Jefferson,Clayton 1,Comptroller,,Thomas DiNapoli,WOR,16,,,
Jefferson,Clayton 2,Comptroller,,Thomas DiNapoli,WOR,25,,,
Jefferson,Clayton 3,Comptroller,,Thomas DiNapoli,WOR,34,,,
Jefferson,Ellisburg 1,Comptroller,,Thomas DiNapoli,WOR,8,,,
Jefferson,Elllisburg 2,Comptroller,,Thomas DiNapoli,WOR,17,,,
Jefferson,Ellisburg 3,Comptroller,,Thomas DiNapoli,WOR,7,,,
Jefferson,Ellisburg 4,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,Henderson 1,Comptroller,,Thomas DiNapoli,WOR,19,,,
Jefferson,Hounsfield 1,Comptroller,,Thomas DiNapoli,WOR,19,,,
Jefferson,Hounsfield 2,Comptroller,,Thomas DiNapoli,WOR,28,,,
Jefferson,LeRay 1,Comptroller,,Thomas DiNapoli,WOR,10,,,
Jefferson,LeRay 2,Comptroller,,Thomas DiNapoli,WOR,2,,,
Jefferson,LeRay 3,Comptroller,,Thomas DiNapoli,WOR,7,,,
Jefferson,LeRay 4,Comptroller,,Thomas DiNapoli,WOR,14,,,
Jefferson,LeRay 5,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,LeRay 6,Comptroller,,Thomas DiNapoli,WOR,5,,,
Jefferson,LeRay 7,Comptroller,,Thomas DiNapoli,WOR,1,,,
Jefferson,LeRay 8,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,Lorraine 1,Comptroller,,Thomas DiNapoli,WOR,14,,,
Jefferson,Lyme 1,Comptroller,,Thomas DiNapoli,WOR,7,,,
Jefferson,Lyme 2,Comptroller,,Thomas DiNapoli,WOR,13,,,
Jefferson,Lyme 3,Comptroller,,Thomas DiNapoli,WOR,10,,,
Jefferson,Orleans 1,Comptroller,,Thomas DiNapoli,WOR,20,,,
Jefferson,Orleans 2,Comptroller,,Thomas DiNapoli,WOR,13,,,
Jefferson,Pamelia 1,Comptroller,,Thomas DiNapoli,WOR,20,,,
Jefferson,Pamelia 2,Comptroller,,Thomas DiNapoli,WOR,15,,,
Jefferson,Philadelphia 1,Comptroller,,Thomas DiNapoli,WOR,6,,,
Jefferson,Philadelphia 2,Comptroller,,Thomas DiNapoli,WOR,6,,,
Jefferson,Rodman 1,Comptroller,,Thomas DiNapoli,WOR,11,,,
Jefferson,Rutland 1,Comptroller,,Thomas DiNapoli,WOR,10,,,
Jefferson,Rutland 2,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,Rutland 3,Comptroller,,Thomas DiNapoli,WOR,3,,,
Jefferson,Theresa 1,Comptroller,,Thomas DiNapoli,WOR,31,,,
Jefferson,Watertown 1,Comptroller,,Thomas DiNapoli,WOR,27,,,
Jefferson,Watertown 2,Comptroller,,Thomas DiNapoli,WOR,36,,,
Jefferson,Wilna 1,Comptroller,,Thomas DiNapoli,WOR,3,,,
Jefferson,Wilna 2,Comptroller,,Thomas DiNapoli,WOR,1,,,
Jefferson,Wilna 3,Comptroller,,Thomas DiNapoli,WOR,2,,,
Jefferson,Wilna 4,Comptroller,,Thomas DiNapoli,WOR,4,,,
Jefferson,Wilna 5,Comptroller,,Thomas DiNapoli,WOR,13,,,
Jefferson,Wilna 6,Comptroller,,Thomas DiNapoli,WOR,12,,,
Jefferson,Worth 1,Comptroller,,Thomas DiNapoli,WOR,3,,,
Jefferson,City 12/1,Comptroller,,Write-ins,,0,,,
Jefferson,City 12/2,Comptroller,,Write-ins,,0,,,
Jefferson,City 12/3,Comptroller,,Write-ins,,0,,,
Jefferson,13/1,Comptroller,,Write-ins,,0,,,
Jefferson,13/2,Comptroller,,Write-ins,,0,,,
Jefferson,13/3,Comptroller,,Write-ins,,0,,,
Jefferson,14/1,Comptroller,,Write-ins,,0,,,
Jefferson,14/2,Comptroller,,Write-ins,,0,,,
Jefferson,15/1,Comptroller,,Write-ins,,0,,,
Jefferson,15/2,Comptroller,,Write-ins,,1,,,
Jefferson,15/3,Comptroller,,Write-ins,,0,,,
Jefferson,Adams 1,Comptroller,,Write-ins,,0,,,
Jefferson,Adams 2,Comptroller,,Write-ins,,0,,,
Jefferson,Adams 3,Comptroller,,Write-ins,,0,,,
Jefferson,Alexandria 1,Comptroller,,Write-ins,,0,,,
Jefferson,Alexandria 2,Comptroller,,Write-ins,,0,,,
Jefferson,Alexandria 3,Comptroller,,Write-ins,,0,,,
Jefferson,Antwerp 1,Comptroller,,Write-ins,,0,,,
Jefferson,Antwerp 2,Comptroller,,Write-ins,,0,,,
Jefferson,Brownville 1,Comptroller,,Write-ins,,0,,,
Jefferson,Brownville 2,Comptroller,,Write-ins,,0,,,
Jefferson,Brownville 3,Comptroller,,Write-ins,,0,,,
Jefferson,Brownville 4,Comptroller,,Write-ins,,0,,,
Jefferson,Brownville 5,Comptroller,,Write-ins,,1,,,
Jefferson,Cape Vincent 1,Comptroller,,Write-ins,,0,,,
Jefferson,Cape Vincent 2,Comptroller,,Write-ins,,0,,,
Jefferson,Champion 1,Comptroller,,Write-ins,,0,,,
Jefferson,Champion 2,Comptroller,,Write-ins,,0,,,
Jefferson,Clayton 1,Comptroller,,Write-ins,,0,,,
Jefferson,Clayton 2,Comptroller,,Write-ins,,0,,,
Jefferson,Clayton 3,Comptroller,,Write-ins,,0,,,
Jefferson,Ellisburg 1,Comptroller,,Write-ins,,0,,,
Jefferson,Elllisburg 2,Comptroller,,Write-ins,,0,,,
Jefferson,Ellisburg 3,Comptroller,,Write-ins,,0,,,
Jefferson,Ellisburg 4,Comptroller,,Write-ins,,0,,,
Jefferson,Henderson 1,Comptroller,,Write-ins,,0,,,
Jefferson,Hounsfield 1,Comptroller,,Write-ins,,0,,,
Jefferson,Hounsfield 2,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 1,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 2,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 3,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 4,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 5,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 6,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 7,Comptroller,,Write-ins,,0,,,
Jefferson,LeRay 8,Comptroller,,Write-ins,,0,,,
Jefferson,Lorraine 1,Comptroller,,Write-ins,,0,,,
Jefferson,Lyme 1,Comptroller,,Write-ins,,0,,,
Jefferson,Lyme 2,Comptroller,,Write-ins,,0,,,
Jefferson,Lyme 3,Comptroller,,Write-ins,,0,,,
Jefferson,Orleans 1,Comptroller,,Write-ins,,0,,,
Jefferson,Orleans 2,Comptroller,,Write-ins,,0,,,
Jefferson,Pamelia 1,Comptroller,,Write-ins,,0,,,
Jefferson,Pamelia 2,Comptroller,,Write-ins,,0,,,
Jefferson,Philadelphia 1,Comptroller,,Write-ins,,0,,,
Jefferson,Philadelphia 2,Comptroller,,Write-ins,,0,,,
Jefferson,Rodman 1,Comptroller,,Write-ins,,0,,,
Jefferson,Rutland 1,Comptroller,,Write-ins,,0,,,
Jefferson,Rutland 2,Comptroller,,Write-ins,,0,,,
Jefferson,Rutland 3,Comptroller,,Write-ins,,0,,,
Jefferson,Theresa 1,Comptroller,,Write-ins,,0,,,
Jefferson,Watertown 1,Comptroller,,Write-ins,,0,,,
Jefferson,Watertown 2,Comptroller,,Write-ins,,1,,,
Jefferson,Wilna 1,Comptroller,,Write-ins,,1,,,
Jefferson,Wilna 2,Comptroller,,Write-ins,,0,,,
Jefferson,Wilna 3,Comptroller,,Write-ins,,0,,,
Jefferson,Wilna 4,Comptroller,,Write-ins,,0,,,
Jefferson,Wilna 5,Comptroller,,Write-ins,,0,,,
Jefferson,Wilna 6,Comptroller,,Write-ins,,0,,,
Jefferson,Worth 1,Comptroller,,Write-ins,,0,,,
Jefferson,City 12/1,Comptroller,,Under Votes,,21,,,
Jefferson,City 12/2,Comptroller,,Under Votes,,12,,,
Jefferson,City 12/3,Comptroller,,Under Votes,,9,,,
Jefferson,13/1,Comptroller,,Under Votes,,8,,,
Jefferson,13/2,Comptroller,,Under Votes,,14,,,
Jefferson,13/3,Comptroller,,Under Votes,,9,,,
Jefferson,14/1,Comptroller,,Under Votes,,14,,,
Jefferson,14/2,Comptroller,,Under Votes,,7,,,
Jefferson,15/1,Comptroller,,Under Votes,,22,,,
Jefferson,15/2,Comptroller,,Under Votes,,12,,,
Jefferson,15/3,Comptroller,,Under Votes,,7,,,
Jefferson,Adams 1,Comptroller,,Under Votes,,11,,,
Jefferson,Adams 2,Comptroller,,Under Votes,,11,,,
Jefferson,Adams 3,Comptroller,,Under Votes,,17,,,
Jefferson,Alexandria 1,Comptroller,,Under Votes,,16,,,
Jefferson,Alexandria 2,Comptroller,,Under Votes,,13,,,
Jefferson,Alexandria 3,Comptroller,,Under Votes,,30,,,
Jefferson,Antwerp 1,Comptroller,,Under Votes,,2,,,
Jefferson,Antwerp 2,Comptroller,,Under Votes,,16,,,
Jefferson,Brownville 1,Comptroller,,Under Votes,,10,,,
Jefferson,Brownville 2,Comptroller,,Under Votes,,16,,,
Jefferson,Brownville 3,Comptroller,,Under Votes,,9,,,
Jefferson,Brownville 4,Comptroller,,Under Votes,,9,,,
Jefferson,Brownville 5,Comptroller,,Under Votes,,21,,,
Jefferson,Cape Vincent 1,Comptroller,,Under Votes,,13,,,
Jefferson,Cape Vincent 2,Comptroller,,Under Votes,,23,,,
Jefferson,Champion 1,Comptroller,,Under Votes,,24,,,
Jefferson,Champion 2,Comptroller,,Under Votes,,14,,,
Jefferson,Clayton 1,Comptroller,,Under Votes,,18,,,
Jefferson,Clayton 2,Comptroller,,Under Votes,,24,,,
Jefferson,Clayton 3,Comptroller,,Under Votes,,22,,,
Jefferson,Ellisburg 1,Comptroller,,Under Votes,,3,,,
Jefferson,Elllisburg 2,Comptroller,,Under Votes,,11,,,
Jefferson,Ellisburg 3,Comptroller,,Under Votes,,1,,,
Jefferson,Ellisburg 4,Comptroller,,Under Votes,,10,,,
Jefferson,Henderson 1,Comptroller,,Under Votes,,22,,,
Jefferson,Hounsfield 1,Comptroller,,Under Votes,,15,,,
Jefferson,Hounsfield 2,Comptroller,,Under Votes,,19,,,
Jefferson,LeRay 1,Comptroller,,Under Votes,,2,,,
Jefferson,LeRay 2,Comptroller,,Under Votes,,4,,,
Jefferson,LeRay 3,Comptroller,,Under Votes,,10,,,
Jefferson,LeRay 4,Comptroller,,Under Votes,,7,,,
Jefferson,LeRay 5,Comptroller,,Under Votes,,6,,,
Jefferson,LeRay 6,Comptroller,,Under Votes,,7,,,
Jefferson,LeRay 7,Comptroller,,Under Votes,,1,,,
Jefferson,LeRay 8,Comptroller,,Under Votes,,10,,,
Jefferson,Lorraine 1,Comptroller,,Under Votes,,13,,,
Jefferson,Lyme 1,Comptroller,,Under Votes,,12,,,
Jefferson,Lyme 2,Comptroller,,Under Votes,,15,,,
Jefferson,Lyme 3,Comptroller,,Under Votes,,5,,,
Jefferson,Orleans 1,Comptroller,,Under Votes,,13,,,
Jefferson,Orleans 2,Comptroller,,Under Votes,,8,,,
Jefferson,Pamelia 1,Comptroller,,Under Votes,,14,,,
Jefferson,Pamelia 2,Comptroller,,Under Votes,,15,,,
Jefferson,Philadelphia 1,Comptroller,,Under Votes,,5,,,
Jefferson,Philadelphia 2,Comptroller,,Under Votes,,9,,,
Jefferson,Rodman 1,Comptroller,,Under Votes,,8,,,
Jefferson,Rutland 1,Comptroller,,Under Votes,,17,,,
Jefferson,Rutland 2,Comptroller,,Under Votes,,13,,,
Jefferson,Rutland 3,Comptroller,,Under Votes,,4,,,
Jefferson,Theresa 1,Comptroller,,Under Votes,,21,,,
Jefferson,Watertown 1,Comptroller,,Under Votes,,19,,,
Jefferson,Watertown 2,Comptroller,,Under Votes,,16,,,
Jefferson,Wilna 1,Comptroller,,Under Votes,,6,,,
Jefferson,Wilna 2,Comptroller,,Under Votes,,2,,,
Jefferson,Wilna 3,Comptroller,,Under Votes,,0,,,
Jefferson,Wilna 4,Comptroller,,Under Votes,,3,,,
Jefferson,Wilna 5,Comptroller,,Under Votes,,6,,,
Jefferson,Wilna 6,Comptroller,,Under Votes,,8,,,
Jefferson,Worth 1,Comptroller,,Under Votes,,11,,,
Jefferson,City 12/1,Comptroller,,Over Votes,,1,,,
Jefferson,City 12/2,Comptroller,,Over Votes,,0,,,
Jefferson,City 12/3,Comptroller,,Over Votes,,0,,,
Jefferson,13/1,Comptroller,,Over Votes,,0,,,
Jefferson,13/2,Comptroller,,Over Votes,,0,,,
Jefferson,13/3,Comptroller,,Over Votes,,0,,,
Jefferson,14/1,Comptroller,,Over Votes,,1,,,
Jefferson,14/2,Comptroller,,Over Votes,,0,,,
Jefferson,15/1,Comptroller,,Over Votes,,0,,,
Jefferson,15/2,Comptroller,,Over Votes,,0,,,
Jefferson,15/3,Comptroller,,Over Votes,,0,,,
Jefferson,Adams 1,Comptroller,,Over Votes,,0,,,
Jefferson,Adams 2,Comptroller,,Over Votes,,0,,,
Jefferson,Adams 3,Comptroller,,Over Votes,,0,,,
Jefferson,Alexandria 1,Comptroller,,Over Votes,,0,,,
Jefferson,Alexandria 2,Comptroller,,Over Votes,,0,,,
Jefferson,Alexandria 3,Comptroller,,Over Votes,,0,,,
Jefferson,Antwerp 1,Comptroller,,Over Votes,,0,,,
Jefferson,Antwerp 2,Comptroller,,Over Votes,,0,,,
Jefferson,Brownville 1,Comptroller,,Over Votes,,0,,,
Jefferson,Brownville 2,Comptroller,,Over Votes,,0,,,
Jefferson,Brownville 3,Comptroller,,Over Votes,,0,,,
Jefferson,Brownville 4,Comptroller,,Over Votes,,0,,,
Jefferson,Brownville 5,Comptroller,,Over Votes,,0,,,
Jefferson,Cape Vincent 1,Comptroller,,Over Votes,,0,,,
Jefferson,Cape Vincent 2,Comptroller,,Over Votes,,0,,,
Jefferson,Champion 1,Comptroller,,Over Votes,,0,,,
Jefferson,Champion 2,Comptroller,,Over Votes,,0,,,
Jefferson,Clayton 1,Comptroller,,Over Votes,,0,,,
Jefferson,Clayton 2,Comptroller,,Over Votes,,0,,,
Jefferson,Clayton 3,Comptroller,,Over Votes,,0,,,
Jefferson,Ellisburg 1,Comptroller,,Over Votes,,0,,,
Jefferson,Elllisburg 2,Comptroller,,Over Votes,,1,,,
Jefferson,Ellisburg 3,Comptroller,,Over Votes,,0,,,
Jefferson,Ellisburg 4,Comptroller,,Over Votes,,0,,,
Jefferson,Henderson 1,Comptroller,,Over Votes,,0,,,
Jefferson,Hounsfield 1,Comptroller,,Over Votes,,0,,,
Jefferson,Hounsfield 2,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 1,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 2,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 3,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 4,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 5,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 6,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 7,Comptroller,,Over Votes,,0,,,
Jefferson,LeRay 8,Comptroller,,Over Votes,,1,,,
Jefferson,Lorraine 1,Comptroller,,Over Votes,,0,,,
Jefferson,Lyme 1,Comptroller,,Over Votes,,0,,,
Jefferson,Lyme 2,Comptroller,,Over Votes,,0,,,
Jefferson,Lyme 3,Comptroller,,Over Votes,,0,,,
Jefferson,Orleans 1,Comptroller,,Over Votes,,0,,,
Jefferson,Orleans 2,Comptroller,,Over Votes,,0,,,
Jefferson,Pamelia 1,Comptroller,,Over Votes,,0,,,
Jefferson,Pamelia 2,Comptroller,,Over Votes,,0,,,
Jefferson,Philadelphia 1,Comptroller,,Over Votes,,1,,,
Jefferson,Philadelphia 2,Comptroller,,Over Votes,,0,,,
Jefferson,Rodman 1,Comptroller,,Over Votes,,0,,,
Jefferson,Rutland 1,Comptroller,,Over Votes,,1,,,
Jefferson,Rutland 2,Comptroller,,Over Votes,,1,,,
Jefferson,Rutland 3,Comptroller,,Over Votes,,0,,,
Jefferson,Theresa 1,Comptroller,,Over Votes,,0,,,
Jefferson,Watertown 1,Comptroller,,Over Votes,,0,,,
Jefferson,Watertown 2,Comptroller,,Over Votes,,1,,,
Jefferson,Wilna 1,Comptroller,,Over Votes,,0,,,
Jefferson,Wilna 2,Comptroller,,Over Votes,,0,,,
Jefferson,Wilna 3,Comptroller,,Over Votes,,0,,,
Jefferson,Wilna 4,Comptroller,,Over Votes,,0,,,
Jefferson,Wilna 5,Comptroller,,Over Votes,,0,,,
Jefferson,Wilna 6,Comptroller,,Over Votes,,0,,,
Jefferson,Worth 1,Comptroller,,Over Votes,,0,,,
Jefferson,City 12/1,Attorney General,,Letitia James,DEM,356,,,
Jefferson,City 12/2,Attorney General,,Letitia James,DEM,255,,,
Jefferson,City 12/3,Attorney General,,Letitia James,DEM,213,,,
Jefferson,13/1,Attorney General,,Letitia James,DEM,219,,,
Jefferson,13/2,Attorney General,,Letitia James,DEM,275,,,
Jefferson,13/3,Attorney General,,Letitia James,DEM,148,,,
Jefferson,14/1,Attorney General,,Letitia James,DEM,172,,,
Jefferson,14/2,Attorney General,,Letitia James,DEM,96,,,
Jefferson,15/1,Attorney General,,Letitia James,DEM,207,,,
Jefferson,15/2,Attorney General,,Letitia James,DEM,222,,,
Jefferson,15/3,Attorney General,,Letitia James,DEM,73,,,
Jefferson,Adams 1,Attorney General,,Letitia James,DEM,215,,,
Jefferson,Adams 2,Attorney General,,Letitia James,DEM,97,,,
Jefferson,Adams 3,Attorney General,,Letitia James,DEM,226,,,
Jefferson,Alexandria 1,Attorney General,,Letitia James,DEM,153,,,
Jefferson,Alexandria 2,Attorney General,,Letitia James,DEM,159,,,
Jefferson,Alexandria 3,Attorney General,,Letitia James,DEM,202,,,
Jefferson,Antwerp 1,Attorney General,,Letitia James,DEM,46,,,
Jefferson,Antwerp 2,Attorney General,,Letitia James,DEM,93,,,
Jefferson,Brownville 1,Attorney General,,Letitia James,DEM,117,,,
Jefferson,Brownville 2,Attorney General,,Letitia James,DEM,96,,,
Jefferson,Brownville 3,Attorney General,,Letitia James,DEM,142,,,
Jefferson,Brownville 4,Attorney General,,Letitia James,DEM,125,,,
Jefferson,Brownville 5,Attorney General,,Letitia James,DEM,183,,,
Jefferson,Cape Vincent 1,Attorney General,,Letitia James,DEM,146,,,
Jefferson,Cape Vincent 2,Attorney General,,Letitia James,DEM,221,,,
Jefferson,Champion 1,Attorney General,,Letitia James,DEM,200,,,
Jefferson,Champion 2,Attorney General,,Letitia James,DEM,131,,,
Jefferson,Clayton 1,Attorney General,,Letitia James,DEM,111,,,
Jefferson,Clayton 2,Attorney General,,Letitia James,DEM,307,,,
Jefferson,Clayton 3,Attorney General,,Letitia James,DEM,274,,,
Jefferson,Ellisburg 1,Attorney General,,Letitia James,DEM,26,,,
Jefferson,Elllisburg 2,Attorney General,,Letitia James,DEM,98,,,
Jefferson,Ellisburg 3,Attorney General,,Letitia James,DEM,28,,,
Jefferson,Ellisburg 4,Attorney General,,Letitia James,DEM,148,,,
Jefferson,Henderson 1,Attorney General,,Letitia James,DEM,235,,,
Jefferson,Hounsfield 1,Attorney General,,Letitia James,DEM,303,,,
Jefferson,Hounsfield 2,Attorney General,,Letitia James,DEM,218,,,
Jefferson,LeRay 1,Attorney General,,Letitia James,DEM,61,,,
Jefferson,LeRay 2,Attorney General,,Letitia James,DEM,26,,,
Jefferson,LeRay 3,Attorney General,,Letitia James,DEM,51,,,
Jefferson,LeRay 4,Attorney General,,Letitia James,DEM,171,,,
Jefferson,LeRay 5,Attorney General,,Letitia James,DEM,85,,,
Jefferson,LeRay 6,Attorney General,,Letitia James,DEM,44,,,
Jefferson,LeRay 7,Attorney General,,Letitia James,DEM,24,,,
Jefferson,LeRay 8,Attorney General,,Letitia James,DEM,140,,,
Jefferson,Lorraine 1,Attorney General,,Letitia James,DEM,70,,,
Jefferson,Lyme 1,Attorney General,,Letitia James,DEM,107,,,
Jefferson,Lyme 2,Attorney General,,Letitia James,DEM,164,,,
Jefferson,Lyme 3,Attorney General,,Letitia James,DEM,66,,,
Jefferson,Orleans 1,Attorney General,,Letitia James,DEM,147,,,
Jefferson,Orleans 2,Attorney General,,Letitia James,DEM,146,,,
Jefferson,Pamelia 1,Attorney General,,Letitia James,DEM,120,,,
Jefferson,Pamelia 2,Attorney General,,Letitia James,DEM,169,,,
Jefferson,Philadelphia 1,Attorney General,,Letitia James,DEM,77,,,
Jefferson,Philadelphia 2,Attorney General,,Letitia James,DEM,62,,,
Jefferson,Rodman 1,Attorney General,,Letitia James,DEM,87,,,
Jefferson,Rutland 1,Attorney General,,Letitia James,DEM,95,,,
Jefferson,Rutland 2,Attorney General,,Letitia James,DEM,74,,,
Jefferson,Rutland 3,Attorney General,,Letitia James,DEM,38,,,
Jefferson,Theresa 1,Attorney General,,Letitia James,DEM,238,,,
Jefferson,Watertown 1,Attorney General,,Letitia James,DEM,288,,,
Jefferson,Watertown 2,Attorney General,,Letitia James,DEM,230,,,
Jefferson,Wilna 1,Attorney General,,Letitia James,DEM,41,,,
Jefferson,Wilna 2,Attorney General,,Letitia James,DEM,11,,,
Jefferson,Wilna 3,Attorney General,,Letitia James,DEM,21,,,
Jefferson,Wilna 4,Attorney General,,Letitia James,DEM,42,,,
Jefferson,Wilna 5,Attorney General,,Letitia James,DEM,99,,,
Jefferson,Wilna 6,Attorney General,,Letitia James,DEM,194,,,
Jefferson,Worth 1,Attorney General,,Letitia James,DEM,16,,,
Jefferson,City 12/1,Attorney General,,Michael Henry,REP,316,,,
Jefferson,City 12/2,Attorney General,,Michael Henry,REP,305,,,
Jefferson,City 12/3,Attorney General,,Michael Henry,REP,264,,,
Jefferson,13/1,Attorney General,,Michael Henry,REP,260,,,
Jefferson,13/2,Attorney General,,Michael Henry,REP,277,,,
Jefferson,13/3,Attorney General,,Michael Henry,REP,181,,,
Jefferson,14/1,Attorney General,,Michael Henry,REP,211,,,
Jefferson,14/2,Attorney General,,Michael Henry,REP,118,,,
Jefferson,15/1,Attorney General,,Michael Henry,REP,278,,,
Jefferson,15/2,Attorney General,,Michael Henry,REP,343,,,
Jefferson,15/3,Attorney General,,Michael Henry,REP,70,,,
Jefferson,Adams 1,Attorney General,,Michael Henry,REP,319,,,
Jefferson,Adams 2,Attorney General,,Michael Henry,REP,297,,,
Jefferson,Adams 3,Attorney General,,Michael Henry,REP,523,,,
Jefferson,Alexandria 1,Attorney General,,Michael Henry,REP,204,,,
Jefferson,Alexandria 2,Attorney General,,Michael Henry,REP,321,,,
Jefferson,Alexandria 3,Attorney General,,Michael Henry,REP,454,,,
Jefferson,Antwerp 1,Attorney General,,Michael Henry,REP,101,,,
Jefferson,Antwerp 2,Attorney General,,Michael Henry,REP,280,,,
Jefferson,Brownville 1,Attorney General,,Michael Henry,REP,301,,,
Jefferson,Brownville 2,Attorney General,,Michael Henry,REP,194,,,
Jefferson,Brownville 3,Attorney General,,Michael Henry,REP,384,,,
Jefferson,Brownville 4,Attorney General,,Michael Henry,REP,170,,,
Jefferson,Brownville 5,Attorney General,,Michael Henry,REP,395,,,
Jefferson,Cape Vincent 1,Attorney General,,Michael Henry,REP,191,,,
Jefferson,Cape Vincent 2,Attorney General,,Michael Henry,REP,450,,,
Jefferson,Champion 1,Attorney General,,Michael Henry,REP,608,,,
Jefferson,Champion 2,Attorney General,,Michael Henry,REP,249,,,
Jefferson,Clayton 1,Attorney General,,Michael Henry,REP,322,,,
Jefferson,Clayton 2,Attorney General,,Michael Henry,REP,356,,,
Jefferson,Clayton 3,Attorney General,,Michael Henry,REP,504,,,
Jefferson,Ellisburg 1,Attorney General,,Michael Henry,REP,122,,,
Jefferson,Elllisburg 2,Attorney General,,Michael Henry,REP,299,,,
Jefferson,Ellisburg 3,Attorney General,,Michael Henry,REP,49,,,
Jefferson,Ellisburg 4,Attorney General,,Michael Henry,REP,379,,,
Jefferson,Henderson 1,Attorney General,,Michael Henry,REP,436,,,
Jefferson,Hounsfield 1,Attorney General,,Michael Henry,REP,261,,,
Jefferson,Hounsfield 2,Attorney General,,Michael Henry,REP,492,,,
Jefferson,LeRay 1,Attorney General,,Michael Henry,REP,182,,,
Jefferson,LeRay 2,Attorney General,,Michael Henry,REP,67,,,
Jefferson,LeRay 3,Attorney General,,Michael Henry,REP,89,,,
Jefferson,LeRay 4,Attorney General,,Michael Henry,REP,289,,,
Jefferson,LeRay 5,Attorney General,,Michael Henry,REP,126,,,
Jefferson,LeRay 6,Attorney General,,Michael Henry,REP,76,,,
Jefferson,LeRay 7,Attorney General,,Michael Henry,REP,30,,,
Jefferson,LeRay 8,Attorney General,,Michael Henry,REP,243,,,
Jefferson,Lorraine 1,Attorney General,,Michael Henry,REP,299,,,
Jefferson,Lyme 1,Attorney General,,Michael Henry,REP,232,,,
Jefferson,Lyme 2,Attorney General,,Michael Henry,REP,284,,,
Jefferson,Lyme 3,Attorney General,,Michael Henry,REP,137,,,
Jefferson,Orleans 1,Attorney General,,Michael Henry,REP,455,,,
Jefferson,Orleans 2,Attorney General,,Michael Henry,REP,230,,,
Jefferson,Pamelia 1,Attorney General,,Michael Henry,REP,400,,,
Jefferson,Pamelia 2,Attorney General,,Michael Henry,REP,380,,,
Jefferson,Philadelphia 1,Attorney General,,Michael Henry,REP,151,,,
Jefferson,Philadelphia 2,Attorney General,,Michael Henry,REP,180,,,
Jefferson,Rodman 1,Attorney General,,Michael Henry,REP,369,,,
Jefferson,Rutland 1,Attorney General,,Michael Henry,REP,324,,,
Jefferson,Rutland 2,Attorney General,,Michael Henry,REP,250,,,
Jefferson,Rutland 3,Attorney General,,Michael Henry,REP,74,,,
Jefferson,Theresa 1,Attorney General,,Michael Henry,REP,605,,,
Jefferson,Watertown 1,Attorney General,,Michael Henry,REP,489,,,
Jefferson,Watertown 2,Attorney General,,Michael Henry,REP,569,,,
Jefferson,Wilna 1,Attorney General,,Michael Henry,REP,58,,,
Jefferson,Wilna 2,Attorney General,,Michael Henry,REP,13,,,
Jefferson,Wilna 3,Attorney General,,Michael Henry,REP,44,,,
Jefferson,Wilna 4,Attorney General,,Michael Henry,REP,137,,,
Jefferson,Wilna 5,Attorney General,,Michael Henry,REP,334,,,
Jefferson,Wilna 6,Attorney General,,Michael Henry,REP,269,,,
Jefferson,Worth 1,Attorney General,,Michael Henry,REP,82,,,
Jefferson,City 12/1,Attorney General,,Michael Henry,CON,54,,,
Jefferson,City 12/2,Attorney General,,Michael Henry,CON,36,,,
Jefferson,City 12/3,Attorney General,,Michael Henry,CON,27,,,
Jefferson,13/1,Attorney General,,Michael Henry,CON,26,,,
Jefferson,13/2,Attorney General,,Michael Henry,CON,32,,,
Jefferson,13/3,Attorney General,,Michael Henry,CON,22,,,
